,Year_Birth,Income,Dt_Customer,Recency,WinesProducts,FruitsProducts,MeatProducts,FishProducts,SweetProducts,GoldProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Spent,Education_Graduation,Education_Postgraduate,Education_Undergraduate,Marital_Status_Married,Marital_Status_Single
653,55,65777.0,9,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,0,1146,1,0,0,1,0
654,46,66476.0,19,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,1,689,0,1,0,0,1
655,50,86857.0,25,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,0,2114,0,1,0,0,1
657,33,77845.0,4,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,0,1346,0,1,0,1,0
658,53,69476.0,12,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,0,1044,0,1,0,1,0
659,62,50611.0,24,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,1,493,0,1,0,0,1
660,52,61209.0,13,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,0,957,1,0,0,0,1
661,64,42315.0,14,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,1,270,0,1,0,1,0
662,70,13084.0,11,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,0,29,0,0,1,1,0
663,73,47570.0,16,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,1,121,0,1,0,0,1
664,61,61923.0,14,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,1,126,0,1,0,1,0
665,27,34824.0,6,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,0,23,1,0,0,0,1
666,73,26518.0,18,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,1,57,0,1,0,0,1
667,61,45938.0,11,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,0,636,1,0,0,0,1
668,62,78468.0,5,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,0,1004,1,0,0,1,0
669,49,78901.0,12,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,1,734,1,0,0,0,1
670,44,71427.0,6,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,1,614,1,0,0,1,0
671,44,71022.0,7,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1,1453,1,0,0,0,1
672,34,90247.0,5,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,0,1621,0,1,0,0,1
673,54,41335.0,9,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,1,187,0,1,0,0,1
674,52,35682.0,3,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,1,57,0,1,0,0,1
675,71,43185.0,18,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,1,637,1,0,0,0,1
676,74,66375.0,10,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,1,948,0,1,0,1,0
677,36,25252.0,14,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,1,18,1,0,0,1,0
678,57,55250.0,23,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,1,903,0,1,0,0,1
679,47,33249.0,19,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,1,112,1,0,0,0,1
680,69,58398.0,16,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,0,596,1,0,0,1,0
681,40,50272.0,14,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,1,233,1,0,0,1,0
682,47,76618.0,22,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,0,1511,0,1,0,1,0
683,62,87305.0,24,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,0,1152,0,1,0,0,1
684,44,25851.0,20,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,1,48,1,0,0,1,0
685,52,58710.0,18,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,1,1185,1,0,0,0,1
686,64,45160.0,6,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,1,21,1,0,0,0,1
687,57,74806.0,21,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,1,965,0,1,0,1,0
688,68,59111.0,17,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,0,869,1,0,0,1,0
689,38,18988.0,4,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,1,16,0,1,0,1,0
690,57,72190.0,19,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,0,1947,1,0,0,1,0
691,46,7500.0,26,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,1,71,1,0,0,1,0
692,67,80395.0,10,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,0,1380,1,0,0,1,0
693,46,75012.0,8,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,0,1027,0,1,0,0,1
694,57,56962.0,11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,1,411,0,1,0,1,0
695,31,89891.0,17,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,0,836,1,0,0,1,0
696,73,35946.0,12,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,1,11,0,1,0,0,1
697,69,53593.0,26,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,1,480,0,1,0,1,0
698,74,45072.0,11,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,1,284,0,1,0,0,1
699,49,89694.0,12,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,1,1472,1,0,0,0,1
700,73,72025.0,5,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,0,1677,1,0,0,1,0
701,49,67432.0,18,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,1,1335,1,0,0,1,0
702,70,70545.0,4,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,1,334,0,1,0,1,0
703,33,17487.0,18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,1,18,0,0,1,1,0
704,53,62882.0,26,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,1,1338,1,0,0,1,0
705,69,64108.0,18,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,1,1099,0,1,0,0,1
706,66,34941.0,19,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,1,97,0,1,0,1,0
707,72,48767.0,9,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,1,63,0,1,0,0,1
708,44,38702.0,14,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,1,109,0,1,0,1,0
709,58,82224.0,8,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,0,902,1,0,0,1,0
710,70,83844.0,17,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,0,1574,1,0,0,1,0
711,47,17003.0,9,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,1,38,0,1,0,1,0
712,27,71163.0,6,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,0,960,1,0,0,0,1
713,52,33697.0,12,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,1,28,1,0,0,0,1
714,68,63564.0,8,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,0,1215,0,1,0,1,0
715,50,83443.0,9,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,0,1497,0,1,0,1,0
716,64,51518.0,12,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,1,449,0,1,0,1,0
717,53,80952.0,19,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,0,1757,1,0,0,1,0
718,43,75507.0,5,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,0,1440,1,0,0,1,0
719,44,63855.0,20,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,0,1006,0,1,0,1,0
720,50,62220.0,26,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,1,1226,0,1,0,1,0
721,58,58512.0,12,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,1,1171,1,0,0,1,0
722,43,40662.0,18,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,1,92,0,1,0,1,0
723,63,38829.0,6,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,1,99,0,1,0,1,0
724,41,35523.0,12,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,1,66,0,1,0,1,0
725,55,79146.0,5,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,1,564,1,0,0,0,1
726,34,78285.0,11,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,0,1427,0,1,0,1,0
727,44,31626.0,17,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,1,86,0,1,0,0,1
728,70,75127.0,4,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,0,833,1,0,0,0,1
729,67,48726.0,17,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,1,242,1,0,0,1,0
730,45,74985.0,25,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,0,1869,1,0,0,1,0
731,35,67430.0,25,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,0,1364,1,0,0,1,0
732,57,46891.0,13,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,1,183,0,1,0,1,0
733,66,62058.0,16,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,1,450,0,1,0,1,0
734,43,72063.0,15,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,1,758,1,0,0,1,0
735,71,78939.0,9,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,0,1507,0,1,0,1,0
736,57,42720.0,17,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,1,654,1,0,0,0,1
737,50,33622.0,17,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,1,81,1,0,0,1,0
738,65,6835.0,22,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,1,137,0,1,0,1,0
739,69,41452.0,19,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,1,16,1,0,0,1,0
740,57,40760.0,13,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,1,93,0,1,0,0,1
741,64,74250.0,8,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,0,1158,0,1,0,1,0
742,67,51124.0,9,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,1,43,0,1,0,0,1
743,51,72258.0,12,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,1,1525,1,0,0,0,1
744,48,71466.0,6,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,0,1230,0,1,0,0,1
745,46,36283.0,5,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,1,29,1,0,0,1,0
746,52,20587.0,4,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,1,25,1,0,0,0,1
747,50,30467.0,6,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,1,24,1,0,0,1,0
748,50,31590.0,15,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,1,38,1,0,0,1,0
749,36,20425.0,23,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,1,57,0,0,1,1,0
750,62,17144.0,7,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,1,47,0,1,0,1,0
751,54,42564.0,21,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,1,813,0,1,0,0,1
752,44,43783.0,4,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,1,629,0,1,0,1,0
753,46,40780.0,25,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,1,377,1,0,0,0,1
754,77,62847.0,20,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,0,1612,0,1,0,1,0
755,65,82017.0,23,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,0,729,0,1,0,1,0
756,72,16813.0,14,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,0,50,1,0,0,0,1
757,44,51267.0,11,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,1,270,1,0,0,1,0
758,61,46524.0,18,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,1,177,1,0,0,0,1
759,60,45183.0,20,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,0,315,0,1,0,0,1
760,68,70421.0,3,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,1,767,0,1,0,1,0
761,57,60161.0,23,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,1,1071,0,1,0,0,1
762,49,73926.0,19,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,0,1580,1,0,0,1,0
763,54,19329.0,9,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,1,60,1,0,0,1,0
764,52,61872.0,9,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,1,573,0,1,0,1,0
765,66,46984.0,18,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,1,41,1,0,0,0,1
766,71,34838.0,20,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,1,170,1,0,0,1,0
767,78,82716.0,11,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,0,1167,0,1,0,0,1
768,64,48192.0,18,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,0,1526,1,0,0,1,0
769,46,49681.0,11,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,1,458,0,1,0,1,0
770,51,56850.0,6,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,1,63,0,1,0,1,0
771,65,55267.0,11,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,1,405,1,0,0,1,0
772,50,59666.0,18,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,1,1027,1,0,0,1,0
773,50,72504.0,18,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,1,1478,1,0,0,0,1
774,41,26872.0,11,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,0,72,1,0,0,1,0
775,50,21359.0,17,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,1,48,1,0,0,0,1
776,47,73170.0,4,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,0,726,1,0,0,0,1
777,67,52750.0,20,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,1,860,0,1,0,1,0
778,36,91820.0,10,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,0,1497,0,1,0,1,0
779,52,65968.0,4,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,1,495,0,1,0,1,0
780,46,30772.0,6,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,1,20,1,0,0,1,0
781,68,22507.0,22,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,0,570,1,0,0,0,1
782,50,65685.0,6,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,1,769,1,0,0,1,0
783,44,25804.0,13,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,1,55,0,1,0,1,0
784,42,76412.0,17,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,0,1808,0,1,0,0,1
785,50,22063.0,14,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,1,55,1,0,0,1,0
786,61,57091.0,3,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,0,577,1,0,0,0,1
787,63,78353.0,17,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,1,1576,0,1,0,0,1
788,68,93404.0,17,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,1,1616,1,0,0,1,0
789,60,37859.0,21,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,1,36,1,0,0,0,1
790,64,80995.0,17,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,1,1482,0,1,0,0,1
791,38,16529.0,7,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,1,22,1,0,0,1,0
792,46,55412.0,10,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,1,63,0,1,0,0,1
793,30,48789.0,25,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,0,680,1,0,0,0,1
794,55,56575.0,17,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,1,542,0,1,0,1,0
795,42,25130.0,12,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,1,50,0,1,0,1,0
796,55,35441.0,19,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,1,39,1,0,0,1,0
797,66,71391.0,18,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,1,1043,1,0,0,1,0
798,50,49494.0,17,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,1,385,0,1,0,0,1
799,42,81702.0,24,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,0,1633,1,0,0,0,1
800,42,45889.0,15,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,1,46,0,1,0,0,1
801,45,56628.0,6,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,1,761,1,0,0,0,1
802,72,34026.0,14,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,1,76,1,0,0,1,0
803,48,40049.0,22,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,1,290,1,0,0,1,0
804,41,19419.0,23,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,1,70,1,0,0,1,0
805,62,82504.0,14,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,0,1066,0,1,0,1,0
806,52,81205.0,8,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,0,2009,1,0,0,1,0
807,31,61618.0,24,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,0,1345,0,1,0,0,1
808,66,55284.0,21,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,1,764,0,1,0,0,1
809,59,49980.0,11,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,1,195,1,0,0,0,1
810,42,15072.0,17,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,1,53,1,0,0,1,0
811,48,49166.0,15,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,1,368,1,0,0,0,1
812,65,82347.0,23,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,0,1853,0,1,0,1,0
813,56,30843.0,4,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,1,35,0,1,0,1,0
814,48,46374.0,6,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,1,446,0,1,0,1,0
815,43,60474.0,18,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,1,1180,1,0,0,0,1
816,49,38576.0,7,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,1,41,0,1,0,1,0
817,37,55357.0,19,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,1,727,1,0,0,1,0
818,56,37758.0,24,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,1,40,1,0,0,1,0
819,33,85710.0,17,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,0,1062,0,1,0,1,0
820,53,23228.0,8,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,1,40,1,0,0,1,0
821,53,44602.0,7,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,1,292,0,1,0,1,0
822,35,7500.0,21,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,0,15,1,0,0,1,0
823,33,38683.0,24,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,1,341,0,1,0,1,0
824,47,49514.0,9,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,1,369,0,1,0,0,1
825,49,57906.0,16,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,1,401,0,1,0,1,0
826,56,43456.0,18,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,1,393,0,1,0,0,1
827,36,19485.0,12,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,1,10,0,1,0,0,1
828,44,53172.0,17,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,1,486,1,0,0,1,0
829,43,30545.0,23,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,1,69,1,0,0,1,0
830,39,70123.0,12,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,0,1727,0,1,0,1,0
831,63,62450.0,9,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,1,995,1,0,0,0,1
832,46,21675.0,3,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,1,45,1,0,0,1,0
833,41,42395.0,6,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,1,182,0,1,0,0,1
834,44,61346.0,12,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,1,989,0,1,0,1,0
835,69,80812.0,12,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,0,1677,1,0,0,1,0
836,51,42835.0,15,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,1,595,0,1,0,0,1
837,39,39922.0,19,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,1,156,1,0,0,1,0
838,66,86424.0,6,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,0,1226,0,1,0,0,1
839,44,17117.0,20,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,1,128,0,1,0,1,0
840,50,24762.0,7,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,1,86,1,0,0,0,1
841,47,35797.0,23,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,1,68,1,0,0,1,0
842,47,36627.0,14,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,1,16,1,0,0,0,1
843,41,51111.0,3,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,1,55,0,1,0,1,0
844,52,82072.0,15,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,0,2018,0,1,0,1,0
845,69,46231.0,22,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,1,263,0,1,0,0,1
846,63,42243.0,9,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,1,55,1,0,0,1,0
847,60,51195.0,18,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,1,564,1,0,0,1,0
848,44,68092.0,9,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,0,1281,0,1,0,0,1
849,49,31814.0,20,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,1,83,1,0,0,1,0
850,57,51390.0,25,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,1,353,0,1,0,0,1
851,39,76630.0,8,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,0,1003,1,0,0,1,0
852,31,26868.0,5,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,1,14,0,0,1,0,1
853,50,55260.0,22,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,1,1139,0,1,0,0,1
854,66,64090.0,14,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,1,797,1,0,0,1,0
855,64,78331.0,8,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,1,1638,1,0,0,0,1
856,48,37087.0,13,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,1,401,0,1,0,1,0
857,36,21846.0,11,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,1,84,1,0,0,0,1
858,64,81320.0,20,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,0,928,1,0,0,1,0
859,52,54137.0,13,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,1,203,1,0,0,0,1
860,55,66825.0,14,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,0,858,1,0,0,1,0
861,49,57100.0,10,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,0,409,1,0,0,1,0
862,53,58917.0,18,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,1,282,1,0,0,1,0
863,45,85072.0,5,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,0,1423,1,0,0,0,1
864,61,86429.0,10,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,0,1449,1,0,0,0,1
865,51,45684.0,10,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,1,28,1,0,0,0,1
866,48,47889.0,9,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,1,67,1,0,0,1,0
867,36,45921.0,6,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,0,199,0,1,0,1,0
868,56,78420.0,15,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,0,1453,0,1,0,0,1
869,30,75114.0,11,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,0,1253,1,0,0,1,0
870,59,52278.0,20,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,1,1198,0,1,0,0,1
